Address,Parcel Number
"3443 BURNET AVE, CINCINNATI, OH 45229",113-0004-0033-00
"3449 BURNET AVE, CINCINNATI, OH 45229",113-0004-0095-00
"1871 KINNEY AVE, CINCINNATI, OH 45207",054-0001-0018-00
"1227 ROSSMORE AVE, CINCINNATI, OH 45237",117-0004-0089-00
"1600 ELIZABETH PL, CINCINNATI, OH 45237",117-0A05-0050-00
"3402 BEAUMONT, CINCINNATI, OH 45205",177-0036-0053-00
"3402 BEAUMONT PL, CINCINNATI, OH 45205",177-0037-0150-00
"3234 GILBERT AVE, CINCINNATI, OH 45207",055-0001-0064-00
"200 Industrial Lane, Harrison, Ohio 45030",561-0008-0124-00
"2459 SATURN ST, CINCINNATI, OH 45214",203-0028-0028-00
"3171 BEEKMAN ST, CINCINNATI, OH 45225",201-0041-0017-00
"7028 LA BOITEAUX AVE, NORTH COLLEGE HILL, OH 45239",595-0001-0136-00
"1803 BAYMILLER ST, CINCINNATI, OH 45214",184-0003-0134-00
"1807 BAYMILLER ST, CINCINNATI, OH 45214",184-0003-0132-00
"1809 BAYMILLER ST, CINCINNATI, OH 45214",184-0003-0131-00
"1813 BAYMILLER ST, CINCINNATI, OH 45214",184-0003-0130-00
"1817 BAYMILLER ST, CINCINNATI, OH 45214",184-0003-0129-00
"1819 BAYMILLER ST, CINCINNATI, OH 45214",184-0003-0128-00
"551 POPLAR ST, CINCINNATI, OH 45214",133-0006-0090-00
"3240 BERESFORD AVE, CINCINNATI, OH 45206",060-0002-0011-00
"316 MOHAWK ST, CINCINNATI, OH 45214",096-0004-0112-00
"764 Morgan Street, Cincinnati, OH 45206",068-0003-0270-00
"6422 CHANDLER ST, CINCINNATI, OH 45227",034-0004-0028-00
"2040 HARKNESS ST, CINCINNATI, OH 45225",206-0001-0126-00
"1565 Claretta, Cincinnati, Ohio ",595-0004-0197-00
"1352-1358 SECTION RD, SPRINGFIELD TOWNSHIP, OH 45237",590-0062-0165-00
"3315 HACKBERRY ST, CINCINNATI, OH 45207",054-0005-0032-00
"5141 CARTHAGE AVE, NORWOOD, OH 45212",651-0008-0115-00
"1714 HEWITT AVE, CINCINNATI, OH 45207",054-0005-0182-00
"758 Morgan, Cincinnati, OH 45206",068-0003-0268-00
"762 Morgan St, Cincinnati, OH 45206",068-0003-0269-00
"766 Morgan St, Cincinnati, OH 45206",068-0003-0271-00
"768 Morgan St., Cincinnati, OH 45206",068-0003-0272-00
"770 Morgan Street, Cincinnati, OH 45206",068-0003-0273-00
"3743 MAYFIELD AVE, CINCINNATI, OH 45205",174-0005-0155-00
"1358 Section Rd., Cincinnati, OH 45237",590-0062-0168-00
"1808 CARLL ST, CINCINNATI, OH 45225",201-0039-0308-00
"1811 HARRISON AVE, CINCINNATI, OH 45214",203-0027-0136-00
"1801 HARRISON AVE, CINCINNATI, OH 45214",203-0027-0126-00
"3420 HALLWOOD PL, CINCINNATI, OH 45229",106-0003-0144-00
"3420 Hallwood Pl, Cincinnati, OHIO 45229",106-0003-0015-00
"1115 MYRTLE AVE, CINCINNATI, OH 45206",066-0002-0016-00
"3057 BRACKEN WOODS LN, CINCINNATI, OH 45211",207-0054-0108-00
"2025 BALTIMORE AVE, CINCINNATI, OH 45225",206-0001-0132-00
"732 STATE AVE, CINCINNATI, OH 45204",149-0011-0119-00
"3085 BEEKMAN ST, CINCINNATI, OH 45225",201-0038-0052-00
"1794 ESMONDE ST, CINCINNATI, OH 45214",205-0021-0056-00
"2830 CLAYPOLE AVE, CINCINNATI, OH 45204",172-0018-0025-00
"6913 LA BOITEAUX AVE, NORTH COLLEGE HILL, OH 45239",595-0005-0203-00
"2438 W MCMICKEN AVE, CINCINNATI, OH 45214",098-0005-0131-00
"1566 TREMONT AVE, CINCINNATI, OH 45214",202-0031-0071-00
"253 EARNSHAW AVE, CINCINNATI, OH 45219",088-0007-0095-00
"3248 MCHENRY AVE, CINCINNATI, OH 45211",207-0052-0070-00
"1839 FORBUS ST, CINCINNATI, OH 45214",205-0021-0077-00
"1839 Forbus Street, Cincinnati, OH 45214",205-0021-0078-00
"3608 PUHLMAN AVE, CHEVIOT, OH 45211",551-0012-0072-00
"1046 MCPHERSON AVE, CINCINNATI, OH 45205",174-0008-0260-00
"1931 WEBMAN CT, CINCINNATI, OH 45225",192-0066-0027-00
"3516 W EIGHTH ST, CINCINNATI, OH 45205",176-0019-0189-00
"3579 PURDUE ST, CINCINNATI, OH 45220",216-0047-0077-00
"3581 PURDUE ST, CINCINNATI, OH 45220",216-0047-0076-00
"3591 PURDUE ST, CINCINNATI, OH 45220",216-0047-0070-00
"1732 SECTION RD, CINCINNATI, OH 45237",117-0010-0102-00
"Reading Rd., Cincinnati, OH 45237",117-0010-0100-00
"3349 MONTGOMERY RD, CINCINNATI, OH 45207",054-0005-0175-00
"3351 Montgomery, Cincinnati, OH 45207",054-0005-0057-00
"3331 HACKBERRY ST, CINCINNATI, OH 45207",054-0005-0037-00
"907 FORAKER AVE, CINCINNATI, OH 45206",066-0003-0064-00
"2938 GILBERT AVE, CINCINNATI, OH 45206",066-0003-0063-00
"2934 GILBERT AVE, CINCINNATI, OH 45206",066-0003-0056-00
"2932 GILBERT AVE, CINCINNATI, OH 45206",066-0003-0055-00
"2930 GILBERT AVE, CINCINNATI, OH 45206",066-0003-0054-00
"2926 GILBERT AVE, CINCINNATI, OH 45206",066-0003-0053-00
"910 LINCOLN AVE, CINCINNATI, OH 45206",066-0003-0057-00
"912 LINCOLN AVE, CINCINNATI, OH 45206",066-0003-0058-00
"916 LINCOLN AVE, CINCINNATI, OH 45206",066-0003-0059-00
"918 LINCOLN AVE, CINCINNATI, OH 45206",066-0003-0060-00
"920 LINCOLN AVE, CINCINNATI, OH 45206",066-0003-0061-00
"3005 MONFORT ST, CINCINNATI, OH 45206",066-0003-0062-00
"921 FORAKER AVE, CINCINNATI, OH 45206",066-0003-0068-00
"917 FORAKER AVE, CINCINNATI, OH 45206",066-0003-0067-00
"915 FORAKER AVE, CINCINNATI, OH 45206",066-0003-0066-00
"2924 GILBERT AVE, CINCINNATI, OH 45206",066-0003-0104-00
"933 LINCOLN AVE, CINCINNATI, OH 45206",066-0003-0028-00
"2923 MONFORT ST, CINCINNATI, OH 45206",066-0003-0095-00
"2913 MONFORT ST, CINCINNATI, OH 45206",066-0003-0025-00
"1796 CARLL ST, CINCINNATI, OH 45225",201-0039-0302-00
"3311 GAMBLE AVE, CINCINNATI, OH 45211",211-0072-0016-00
"571 HALE AVE, CINCINNATI, OH 45229",106-0003-0028-00
"764 RIDGEWAY AVE, CINCINNATI, OH 45229",105-0003-0010-00
"1315 CAROLINA AVE, CINCINNATI, OH 45237",131-0006-0250-00
"3640 LACLEDE AVE, CINCINNATI, OH 45205",174-0008-0150-00
"3608 EVANSTON AVE, CINCINNATI, OH 45207",057-0003-0099-00
"1411 STATE AVE, CINCINNATI, OH 45204",172-0016-0136-00
"819 STATE AVE, CINCINNATI, OH 45204",149-0013-0046-00
"1827 BAYMILLER ST, CINCINNATI, OH 45214",184-0003-0125-00
"1922 FREEMAN AVE, CINCINNATI, OH 45214",184-0003-0045-00
"803 PEDRETTI AVE, CINCINNATI, OH 45238",180-0082-0168-00
"3564 HAVEN ST, CINCINNATI, OH 45229",216-0044-0075-00
"3121 MURDOCK AVE, CINCINNATI, OH 45205",177-0036-0006-00
"1643 CALIFORNIA AVE, CINCINNATI, OH 45237",117-0005-0081-00
"7750 STILLWELL RD, CINCINNATI, OH 45237",117-0014-0018-00
"1595 SUMMIT AVE, CINCINNATI, OH 45237",117-0014-0037-00
"1918 FREEMAN AVE, CINCINNATI, OH 45214",184-0003-0046-00
"3234 RAMMELSBURG ST, CINCINNATI, OH 45206",060-0005-0067-00
"1234 NEFF AVE, CINCINNATI, OH 45204",149-0015-0071-00
"2207 LOTH ST, CINCINNATI, OH 45219",093-0003-0164-00
"4263 EASTERN AVE, CINCINNATI, OH 45226",024-0002-0126-00
"1019 CONSIDINE AVE, CINCINNATI, OH 45205",173-0004-0057-00
"3056 KERPER AVE, CINCINNATI, OH 45206",060-0005-0094-00
"1706 BALTIMORE AVE, CINCINNATI, OH 45225",202-0040-0428-00
"1700 BALTIMORE AVE, CINCINNATI, OH 45225",202-0040-0206-00
"207 FOREST AVE, CINCINNATI, OH 45229",216-0044-0127-00
"4676 CHICKERING AVE, CINCINNATI, OH 45232",220-0056-0134-00
"758 RIDGEWAY AVE, CINCINNATI, OH 45229",105-0003-0008-00
"520 HALE AVE, CINCINNATI, OH 45229",106-0003-0012-00
"3109 DURRELL AVE, CINCINNATI, OH 45207",055-0003-0043-00
"518 Hale Av., Cincinnati, OH 45229",106-0003-0150-00
"3415 HALLWOOD PL, CINCINNATI, OH 45229",106-0003-0011-00
"1541 MERRIMAC ST, CINCINNATI, OH 45207",055-0002-0062-00
"5717 PEABODY AVE, CINCINNATI, OH 45227",036-0002-0025-00
"SHONA DR, CINCINNATI, OH 45237",117-0007-0092-00
"107 WALNUT ST, ELMWOOD PLACE, OH 45216",661-0002-0462-00
"922 STRIKER AVE, CINCINNATI, OH 45204",152-0042-0029-00
"622 Steiner Av., Cincinnati, OH 45204",152-0042-0030-00
"669 DELHI AVE, CINCINNATI, OH 45204",153-0002-0095-00
"224 Fairbanks, CINCINNATI, OH 45204",153-0003-0129-00
"4015 GULOW ST, CINCINNATI, OH 45223",221-0013-0019-00
"8476 COTTONWOOD DR, SPRINGFIELD TOWNSHIP, OH 45231",590-0221-0271-00
"3146 GAFF AVE, CINCINNATI, OH 45206",060-0002-0016-00
"3109 MATHERS ST, CINCINNATI, OH 45206",060-0005-0071-00
"3504 W EIGHTH ST, CINCINNATI, OH 45205",176-0019-0194-00
"15 E SEVENTIETH ST, CINCINNATI, OH 45216",240-0003-0026-00
"2233 SYMMES ST, CINCINNATI, OH 45202",090-0002-0054-00
"408 W LIBERTY ST, CINCINNATI, OH 45214",133-0006-0286-00
"3067 BEEKMAN ST, CINCINNATI, OH 45225",201-0038-0061-00
"1809 KINNEY AVE, CINCINNATI, OH 45207",054-0001-0003-00
"1726 HEWITT AVE, CINCINNATI, OH 45207",054-0005-0105-00
"1901 BAYMILLER ST, CINCINNATI, OH 45214",184-0003-0071-00
"609 ORIENT AVE, CINCINNATI, OH 45232",220-0058-0030-00
"2235 SYMMES ST, CINCINNATI, OH 45202",090-0002-0053-00
"2437 BLOOM ST, CINCINNATI, OH 45214",202-0032-0112-00
"822 CHAMBERLAIN AVE, LINCOLN HEIGHTS, OH 45215",594-0040-0090-00
"318 CRESTLINE AVE, CINCINNATI, OH 45205",177-0037-0198-00
"2307 KENTON ST, CINCINNATI, OH 45206",068-0002-0067-00
"3514 W EIGHTH ST, CINCINNATI, OH 45205",176-0019-0195-00
"932 MCPHERSON AVE, CINCINNATI, OH 45205",175-0018-0036-00
"1640 HARRISON AVE, CINCINNATI, OH 45214",202-0031-0101-00
"1016 ROSS AVE, CINCINNATI, OH 45205",174-0007-0048-00
"2308 MAY ST, CINCINNATI, OH 45206",068-0002-0059-00
"6408 BETTS AVE, SPRINGFIELD TOWNSHIP, OH 45224",590-0350-0074-00
"4030 GLENWAY AVE, CINCINNATI, OH 45205",179-0074-0230-00
"4032 GLENWAY AVE, CINCINNATI, OH 45205",179-0074-0229-00
"Glenway Av, Cincinnati, OH 45205",179-0074-0228-00
"4034 GLENWAY AVE, CINCINNATI, OH 45205",179-0074-0227-00
"305 CLEVELAND AVE, SAINT BERNARD, OH 45217",582-0009-0163-00
"307 CLEVELAND AVE, SAINT BERNARD, OH 45217",582-0009-0162-00
"309 CLEVELAND AVE, SAINT BERNARD, OH 45217",582-0009-0160-00
"313 CLEVELAND AVE, SAINT BERNARD, OH 45217",582-0009-0159-00
"243 SHEPHERD AVE, LOCKLAND, OH 45215",641-0013-0044-00
"1906 FREEMAN AVE, CINCINNATI, OH 45214",184-0003-0089-00
"1267 MANSS AVE, CINCINNATI, OH 45205",174-0005-0006-00
"1908 FREEMAN AVE, CINCINNATI, OH 45214",184-0003-0088-00
"1926 FREEMAN AVE, CINCINNATI, OH 45214",184-0003-0044-00
"639 OAK AVE, WYOMING, OH 45215",592-0007-0250-00
"3240 RAMMELSBURG ST, CINCINNATI, OH 45206",060-0005-0066-00
"1853 KNOX ST, CINCINNATI, OH 45214",203-0028-0208-00
"1800 LOGAN ST, CINCINNATI, OH 45202",133-0003-0090-00
"3820 LLEWELLYN AVE, CINCINNATI, OH 45223",194-0009-0239-00
"1317 MANSS AVE, CINCINNATI, OH 45205",204-0016-0179-00
"6844 GRIESMER AVE, NORTH COLLEGE HILL, OH 45239",595-0005-0359-00
"1712 FAIRMOUNT AVE, CINCINNATI, OH 45214",202-0041-0143-00
"1665 JONATHAN AVE, CINCINNATI, OH 45207",058-0005-0083-00
"PARK AVE, CINCINNATI, OH 45206",066-0002-0278-00
"5334 WARD ST, CINCINNATI, OH 45227",034-0002-0063-00
"1631 HARRISON AVE, CINCINNATI, OH 45214",202-0031-0169-00
"3730 TAPPAN AVE, CINCINNATI, OH 45223",192-0065-0044-00
"1234 ROSEMONT AVE, CINCINNATI, OH 45205",179-0074-0027-00
"2312 BURNET AVE, CINCINNATI, OH 45219",090-0001-0025-00
"1711 STATE AVE, CINCINNATI, OH 45204",168-0002-0066-00
"1629 GILSEY AVE, CINCINNATI, OH 45205",181-0001-0154-00
"1514 ST LEGER PL, CINCINNATI, OH 45207",054-0006-0099-00
"1805 DREMAN AVE, CINCINNATI, OH 45223",193-0004-0068-00
"1827 FORBUS ST, CINCINNATI, OH 45214",205-0021-0073-00
"6006 BELMONT AVE, CINCINNATI, OH 45224",228-0002-0013-00
"9924 LORALINDA DR, COLERAIN TOWNSHIP, OH 45251",510-0112-0203-00
"3701 LOVELL AVE, CHEVIOT, OH 45211",551-0007-0255-00
"533 GLENWOOD AVE, CINCINNATI, OH 45229",113-0002-0058-00
"33 CLINTON SPRINGS AVE, CINCINNATI, OH 45217",115-0001-0138-00
"53 W MILLS AVE, WYOMING, OH 45215",592-0011-0116-00
"3336 SAFFER ST, CINCINNATI, OH 45211",207-0051-0045-00
"619 ARLINGTON AVE, ARLINGTON HEIGHTS, OH 45215",601-0002-0060-00
"1938 KINNEY AVE, CINCINNATI, OH 45207",054-0003-0029-00
"1869 KINNEY AVE, CINCINNATI, OH 45207",054-0001-0105-00
"2161 WERON LN, CINCINNATI, OH 45225",224-0001-0087-00
"3519 WARSAW AVE, CINCINNATI, OH 45205",175-0018-0011-00
"819 PURCELL AVE, CINCINNATI, OH 45205",175-0017-0086-00
"2149 STAEBLER ST, CINCINNATI, OH 45204",149-0011-0240-00
"3302 WARSAW AVE, CINCINNATI, OH 45205",173-0004-0132-00
"2724 WAGNER ST, CINCINNATI, OH 45225",098-0004-0081-00
"6713 PLAINFIELD RD, SILVERTON, OH 45236",602-0002-0338-00
"3080 MOOSEWOOD AVE, CINCINNATI, OH 45225",201-0041-0098-00
"3231 DAYTONA AVE, CINCINNATI, OH 45211",212-0065-0148-00
"656 W MCMICKEN AVE, CINCINNATI, OH 45214",097-0001-0094-00
"3610 LACLEDE AVE, CINCINNATI, OH 45205",174-0008-0169-00
"3192 RIVER RD, CINCINNATI, OH 45204",154-0001-0048-00
"1554 St Leger Place, Cincinnati, OH 45207",054-0006-0122-00
"1556 St Leger Place, Cincinnati, OH 45207",054-0006-0123-00
"1558 St Leger Place, Cincinnati, OH 45207",054-0006-0124-00
"4908 READING RD, CINCINNATI, OH 45237",119-0002-0400-00
"4902 READING RD, CINCINNATI, OH 45237",119-0002-0512-00
"845 BLAIR AVE, CINCINNATI, OH 45229",105-0003-0023-00
"1938 QUEEN CITY AVE, CINCINNATI, OH 45214",203-0026-0088-00
"2541 WARSAW AVE, CINCINNATI, OH 45204",175-0015-0011-00
"3507 BEVIS AVE, CINCINNATI, OH 45207",057-0005-0021-00
"2011 COLERAIN AVE, CINCINNATI, OH 45214",184-0005-0030-00
"3304 WARSAW AVE, CINCINNATI, OH 45205",173-0004-0164-00
"3306 WARSAW AVE, CINCINNATI, OH 45205",173-0004-0133-00
"1728 HEWITT AVE, CINCINNATI, OH 45207",054-0005-0106-00
"3912 LATHAM AVE, CINCINNATI, OH 45205",204-0017-0208-00
"431 PURCELL AVE, CINCINNATI, OH 45205",177-0037-0081-00
"900 E MCMILLAN AVE, CINCINNATI, OH 45206",067-0003-0001-00
"3133 HARVARD AVE, CINCINNATI, OH 45207",055-0001-0069-00
"2318 WILDER AVE, CINCINNATI, OH 45204",149-0015-0061-00
"4726 STEWART AVE, CINCINNATI, OH 45227",036-0001-0211-00
"1900 SECTION RD, CINCINNATI, OH 45237",117-0011-0003-00
"Red Bank Road, Cincinnati, OH 45227",036-0001-0313-00
"4820 Red Bank Road, Cincinnati, OH 45227",036-0001-0311-00
"4820 Red Bank Rd, Cincinnati, OH 45227",036-0001-0312-00
"30 FINDLAY ST, CINCINNATI, OH 45202",096-0006-0116-00
"1819 ELM ST, CINCINNATI, OH 45202",133-0003-0117-00
"1656 CENTRAL PW, CINCINNATI, OH 45202",133-0003-0073-00
"1834 RACE ST, CINCINNATI, OH 45202",094-0008-0324-00
"34 FINDLAY ST, CINCINNATI, OH 45202",096-0006-0115-00
"1810 CAMPBELL ST, CINCINNATI, OH 45202",133-0003-0127-00
"1731 ELM ST, CINCINNATI, OH 45202",133-0003-0066-00
"1325 BOWMAN AVE, CINCINNATI, OH 45204",172-0016-0080-00
"5112 WARD ST, CINCINNATI, OH 45227",035-0003-0185-00
"7175 SHEED RD, COLERAIN TOWNSHIP, OH 45247",510-0222-0037-00
"SHEED RD, Colerain Township, Ohio 45247",510-0222-0074-00
"817 BLAIR AVE, CINCINNATI, OH 45229",105-0003-0098-00
"3231 WOODBURN AVE, CINCINNATI, OH 45207",055-0001-0100-90
"3229 WOODBURN AVE, CINCINNATI, OH 45207",055-0001-0080-00
"3242 HOGE ST, CINCINNATI, OH 45207",055-0001-0079-90
"1119 WM HOWARD TAFT, CINCINNATI, OH 45206",066-0001-0130-00
"609 MAPLE AVE, CINCINNATI, OH 45229",107-0008-0091-00
"1040 MCPHERSON AVE, CINCINNATI, OH 45205",174-0008-0124-00
"84 WAVERLY AVE, WOODLAWN, OH 45215",598-0080-0096-00
"1230 FIRST AVE, CINCINNATI, OH 45205",179-0074-0337-00
"1026 PARKSON PL, CINCINNATI, OH 45204",173-0005-0076-00
"5624 CHESTNUT ST, ELMWOOD PLACE, OH 45216",661-0003-0039-00
"1822 ESMONDE ST, CINCINNATI, OH 45214",205-0021-0058-00
"2435 W MCMICKEN AVE, CINCINNATI, OH 45214",098-0005-0086-00
"2455 W MCMICKEN AVE, CINCINNATI, OH 45214",098-0005-0079-00
"1807 Elm St., Cincinnati, OH 45202",133-0003-0136-00
"3964 RACE RD, GREEN TOWNSHIP, OH 45211",550-0121-0310-00
"3570 MONTGOMERY RD, CINCINNATI, OH 45207",058-0004-0102-00
"1641 WYOMING AVE, CINCINNATI, OH 45205",204-0A15-0112-00
"1247 MANSS AVE, CINCINNATI, OH 45205",174-0005-0015-00
"1245 MANSS AVENUE, CINCINNATI, OHIO 45205",174-0005-0016-00
"2311 BOONE ST, CINCINNATI, OH 45206",068-0002-0032-00
"5308 WHETSEL AVE, CINCINNATI, OH 45227",034-0002-0023-00
"2936 HENSHAW AVE, CINCINNATI, OH 45225",189-0020-0188-00
"615 TRENTON AVE, CINCINNATI, OH 45205",179-0078-0258-00
"3584 BOGART AVE, CINCINNATI, OH 45229",112-0005-0090-00
"2032 HIGHLAND AVE, SPRINGFIELD TOWNSHIP, OH 45224",590-0350-0245-00
"708 1/2 GREENWOOD AVE, CINCINNATI, OH 45229",112-0001-0050-00
"2408 MAY ST, CINCINNATI, OH 45206",068-0002-0276-00
"2459 W MCMICKEN AVE, CINCINNATI, OH 45214",098-0005-0076-00
"2431 W MCMICKEN AVE, CINCINNATI, OH 45214",098-0005-0087-00
"1616 SUTTER AVE, CINCINNATI, OH 45225",201-0038-0127-00
"3930 DELHI PK, DELHI TOWNSHIP, OH 45238",540-0010-0079-00
"4081 DELHI PK, DELHI TOWNSHIP, OH 45204",540-0010-0182-00
"867 JACKSON ST, LINCOLN HEIGHTS, OH 45215",594-0020-0001-00
"866 Adams St, Lincoln Heights, Ohio 45215",594-0020-0017-00
"1811 Elm St., Cincinnati, OH 45202",133-0003-0137-00
"1723 HARRISON AVE, CINCINNATI, OH 45214",203-0029-0171-00
"660 STATE AVE, CINCINNATI, OH 45204",149-0011-0087-00
"1643 ILIFF AVE, CINCINNATI, OH 45205",181-0001-0106-00
"3240 GAFF AVE, CINCINNATI, OH 45206",060-0002-0026-00
"1128 MCPHERSON AVE, CINCINNATI, OH 45205",174-0008-0276-00
"1327 BOWMAN AVE, CINCINNATI, OH 45204",172-0016-0084-00
"2022 HIGHLAND AVE, SPRINGFIELD TOWNSHIP, OH 45224",590-0350-0239-00
"2024 Highland, Springfield Township, OH 45224",590-0350-0240-00
"2027 SIXTH AVE, SPRINGFIELD TOWNSHIP, OH 45224",590-0350-0382-00
"6318 WITHERBY AVE, SPRINGFIELD TOWNSHIP, OH 45224",590-0350-0189-00
"6318 WITHERBY AVE, unit b, SPRINGFIELD TOWNSHIP, OH 45224",590-0350-0190-00
"6318 Witherby, Cincinnati, OH 45224",590-0350-0191-00
"6316 WITHERBY AVE, SPRINGFIELD TOWNSHIP, OH 45224",590-0350-0192-00
"BETTS AVE, Cincinnati, OH 45224",590-0350-0132-00
"233-235 FOREST AVE, CINCINNATI, OH 45229",216-0044-0169-00
"867 ROCKDALE AVE, CINCINNATI, OH 45229",107-0011-0117-00
"ABBOTTSFORD AVE, CINCINNATI, OH 45212|5618 ABBOTTSFORD AVE, CINCINNATI, OH 45212",120-0002-0034-00
"3550 HAVEN ST, CINCINNATI, OH 45229",216-0044-0082-00
"2028 HIGHLAND AVE, SPRINGFIELD TOWNSHIP, OH 45224",590-0350-0242-00
"6258 Betts, Cincinnati, OH 45224",590-0350-0035-00
"5925 Piqua Avenue, Cincinnati, OH 45224",235-0002-0067-00
"1314 Cedar Avenue, Cincinnati, OH 45224",235-0002-0066-00
"4323 EASTERN AVE, CINCINNATI, OH 45226",024-0002-0141-00
"Peabody Ave, Cincinnati, OH 45227",036-0002-0186-00
"5731 Peabody Avenue, Cincinnati, OHIO 45227",036-0002-0187-00
"Manss Avenue, Cincinnati, OH 45205",204-0017-0242-00
,999-0999-0999-97
"267 GILMAN AVE, CINCINNATI, OH 45219",088-0007-0085-00
"1875 FAIRFAX AVE, CINCINNATI, OH 45207",054-0001-0118-00
"31 PHILLIPS AVE, SAINT BERNARD, OH 45217",582-0007-0033-00
"3312 SPOKANE AVE, CINCINNATI, OH 45207",054-0004-0067-00
"3328 MONTGOMERY RD, CINCINNATI, OH 45207",054-0005-0020-00
"3127 HARVARD AVE, CINCINNATI, OH 45207",055-0001-0072-00
"531 GLENWOOD AVE, CINCINNATI, OH 45229",113-0002-0063-00
"3536 PURDUE ST, CINCINNATI, OH 45220",216-0044-0013-00
"2326 BURNET AVE, CINCINNATI, OH 45219",090-0001-0065-00
"2018 BAYMILLER ST, CINCINNATI, OH 45214",132-0002-0004-00
"534 HALE AVE, CINCINNATI, OH 45229",106-0003-0016-00
"542 HALE AVE, CINCINNATI, OH 45229",106-0003-0018-00
"6098 BELMONT AVE, CINCINNATI, OH 45224",228-0002-0322-00
"3060 MENTOR AVE, CINCINNATI, OH 45206",065-0003-0061-00
"3070 GILBERT AVE, CINCINNATI, OH 45206",060-0006-0029-00
"3072 GILBERT AVE, CINCINNATI, OH 45206",060-0006-0015-00
"6303 BETTS AVE, SPRINGFIELD TOWNSHIP, OH 45224",590-0350-0165-00
"522 MAPLE AVE, CINCINNATI, OH 45229",107-0007-0144-00
"1646 BREWSTER AVE, CINCINNATI, OH 45207",059-0006-0037-00
"1210 CEDAR AVE, CINCINNATI, OH 45224",235-0002-0011-00
"6830 GREISMER AVE, NORTH COLLEGE HILL, OH 45239",595-0005-0353-00
"1882 FAIRMOUNT AVE, CINCINNATI, OH 45214",206-0005-0259-00
"4661 HAMILTON AVE, CINCINNATI, OH 45223",200-0047-0003-00
"2291 LOTH ST, CINCINNATI, OH 45219",093-0002-0043-00
"2287 LOTH ST, CINCINNATI, OH 45219",093-0002-0044-00
"3178 SAFFER ST, CINCINNATI, OH 45211",206-0010-0030-00
"2605 RING PL, CINCINNATI, OH 45204",173-0005-0048-00
"1622 FREEMAN AVE Assemblage, CINCINNATI, OH 45214",184-0002-0212-00
"1627 SUNDALE AVE, NORTH COLLEGE HILL, OH 45239",595-0009-0411-00
"3530 VINE ST, CINCINNATI, OH 45220",216-0042-0232-00
"3542 VINE ST, CINCINNATI, OH 45220",216-0042-0004-00
"4232 LEEPER ST, CINCINNATI, OH 45223",195-0032-0031-00
"2023 BALTIMORE AVE, CINCINNATI, OH 45225",206-0001-0131-00
"2400 KENTON ST, CINCINNATI, OH 45206",068-0003-0055-00
"244 N WAYNE AVE, Cincinnati, OH 45215",641-0005-0148-00
"2021 BALTIMORE AVE, CINCINNATI, OH 45225",206-0003-0001-00
"1502 MERRIMAC ST, CINCINNATI, OH 45207",055-0002-0066-00
"1544 MERRIMAC ST, CINCINNATI, OH 45207",055-0002-0085-00
"1715 KINNEY AVE, CINCINNATI, OH 45207",055-0004-0121-00
"3021 GILBERT AVE, CINCINNATI, OH 45206",060-0005-0044-00
"318 Crestline Av., Cincinnati, OH 45205",177-0037-0073-00
"750 (748) McPherson Ave, Cincinnati, OH 45205",176-0019-0236-00
"FREEMAN AVE, CINCINNATI, OH 45214",184-0002-0077-00
"FREEMAN AVENUE, CINCINNATI, OH 45214",184-0002-0078-00
"FREEMAN AV, CINCINNATI, OH 45214",184-0002-0079-00
"3218 GLENWAY AVE, CINCINNATI, OH 45204",173-0001-0050-00
"3325 HANNA AVE, CINCINNATI, OH 45211",212-0062-0027-00
"3725 CASS AVE, CINCINNATI, OH 45223",192-0065-0069-00
"Park Avenue, Cincinnati, OH 45206",066-0002-0280-00
"- Park Ave, Cincinnati, OH 45206",066-0002-0279-00
"3076 MENTOR AVE, CINCINNATI, OH 45206",065-0003-0057-00
"2232 BOONE ST, CINCINNATI, OH 45206",069-0001-0189-00
"3669 ALTER PL, CINCINNATI, OH 45229",112-0004-0039-00
"2726 WAGNER ST, CINCINNATI, OH 45225",098-0004-0080-00
"1755 DENHAM ST, CINCINNATI, OH 45225",201-0039-0279-00
"2114 BAYMILLER ST, CINCINNATI, OH 45214",096-0001-0053-00
"2124 BAYMILLER ST, CINCINNATI, OH 45214",096-0001-0048-00
"848 POPLAR ST, CINCINNATI, OH 45214",133-0007-0078-00
"909 YORK ST, CINCINNATI, OH 45214",184-0003-0121-00
"1549 CENTRAL AVE, CINCINNATI, OH 45214",134-0001-0246-00
"824 LIVINGSTON ST, CINCINNATI, OH 45214",133-0007-0037-00
"541 CHARLOTTE ST, CINCINNATI, OH 45214",132-0003-0024-00
"541 YORK ST, CINCINNATI, OH 45214",132-0003-0057-00
"535 CHARLOTTE ST, CINCINNATI, OH 45214",132-0003-0027-00
"521 YORK ST, CINCINNATI, OH 45214",132-0003-0065-00
"527 YORK ST, CINCINNATI, OH 45214",132-0003-0063-00
"1110 GARDEN ST, CINCINNATI, OH 45214",184-0005-0032-00
"1010 YORK ST, CINCINNATI, OH 45214",184-0005-0197-00
"510 W LIBERTY ST, CINCINNATI, OH 45214",133-0006-0175-00
"3596 WILSON AVE, CINCINNATI, OH 45229",216-0045-0047-00
"MARLOWE AVE, CINCINNATI, OH 45224",233-0004-0007-00
"3121 DURRELL AVE, CINCINNATI, OH 45207",055-0003-0034-00
"3615 DAWSON AVE, CINCINNATI, OH 45223",193-0004-0109-00
